section,key,zh,english
macro_editor,integer_macro_voice_command,整型类型,Integer Type
macro_editor,macro_voice_trigger,语音指令,Voice Command
macro_editor,new_macro_name,宏名称,Macro name
macro_editor,confirmation_message,确认消息,Confirmation message
macro_editor,add_or_edit_macro,添加/保存更改,Add/Save changes
macro_editor,delete_selected_macro,删除宏,Delete macro
macro_editor,select_confirmation_message,选择确认消息,Select confirmation message
macro_editor,macro_description,描述,Description
macro_editor,macro_view_only,操作编辑,Action edit
macro_editor,edit_selected_macro,宏编辑,Macro edit
macro_editor,create_new_macro,创建新,Create new
macro_editor,macro_edit_mode,模式,Mode
macro_editor,game_specific_settings,游戏特定设置,Game specific settings
macro_editor,action_sequence,动作序列,Action sequence
macro_editor,new_action,新动作名称,New action name
macro_editor,keypress_time,按键保持时间（可选）,Key hold time (optional)
macro_editor,keypress_wait_time,按键之间的时间,Time between key presses
macro_editor,add_action_to_sequence,将操作添加到序列,Add action to sequence
macro_editor,add_key_to_sequence,将操作添加到序列,Add action to sequence
macro_editor,add_action_sequence,将序列保存到宏中用于,Save sequence to macro for
macro_editor,load_user_macro_settings,加载用户宏文件,Load user macros file
macro_editor,load_default_macro_settings,加载默认宏文件,Load default macros file
macro_editor,macro_please_download_soundpack,请下载语音包后再添加确认播报,Please download sound packs before adding confirmation message
macro_editor,empty_name_or_voicetrigger,名称和触发词不得为空,Name and voice trigger must NOT be empty
macro_editor,macro_voicetrigger_already_exists,语音触发词已存在于另一个宏中，请选择不同的,Voice trigger already exist for another macro please select a different
macro_editor,regular_key_action,单键按下,Single key press
macro_editor,multiple_key_action,重复按键,Repeated key presses
macro_editor,voice_trigger_action,语音触发,Voice Trigger
macro_editor,multiple_fuel_action,燃油操作,Fuel action
macro_editor,wait_action,等待操作,Wait action
macro_editor,free_text_action,自由文本,Free text
macro_editor,dos_command,DOS 命令,DOS command
macro_editor,dos_command_action,DOS 命令,DOS command
macro_editor,rf2_hw_control_string,rF2 硬件控制,RF2 HWControl
macro_editor,rf2_hw_control_string_action,rF2 硬件控制,RF2 HWControl
macro_editor,modifier_and_key,修饰符和键,Modifier and key
macro_editor,advanced_edit_action,高级编辑,Advanced edit
macro_editor,action_repeated_key_presses,重复次数（整数）,Repetition count (integer)
macro_editor,action_wait_time,等待时间（毫秒）,Wait time in milliseconds.
macro_editor,action_free_text,自由文本,Free Text
macro_editor,undo_last_action,撤销上次操作,Undo last action
macro_editor,actions_keys,可用按键,Available keys
macro_editor,modifier_keys,可用的修饰键,Available modifiers
macro_editor,must_select_a_key,您必须从可用键列表中选择一个键,You must select a key from the list of available keys
macro_editor,special_action_text_cant_be_empty,必须包含值,must contain a value
macro_editor,delete_selected_macro_confirmation,确定要删除,Are you sure you want to delete
macro_editor,delete_selected_macro_confirmation_title,确认删除,Confirm delete
macro_editor,must_select_a_macro,您必须选择一个宏再尝试添加序列,You must select a macro before trying to add a sequence
macro_editor,action_sequence_cant_be_empty,您必须至少添加一个动作到操作序列,You must add at least one action to Action sequence
macro_editor,empty_wait_time_end,必须包含值,must contain a value
macro_editor,auto_execute_start_chat,自动执行开始聊天,Auto execute start chat
macro_editor,auto_execute_end_chat,自动执行结束聊天,Auto execute end chat
action_editor,current_available_actions,当前可用操作(&C),&Current available actions
action_editor,additional_available_actions,额外可用操作(&A),&Additional available actions
action_editor,reload_actions,恢复用户默认设置(&R),&Restore user defaults.
steamvr_overlay,enable_in_vr,在VR中显示(&V),Show in &VR
steamvr_overlay,vr_overlay_position,覆盖层位置(&P),Overlay &position
steamvr_overlay,vr_position_x,左 / 右（X）,Left / Right (X)
steamvr_overlay,vr_position_y,上/下 (Y),Up / Down (Y)
steamvr_overlay,vr_position_z,距离（Z）,Distance (Z)
steamvr_overlay,vr_overlay_rotation,覆盖层旋转(&R),Overlay &rotation
steamvr_overlay,vr_rotation_x,X 轴旋转,Rotation X axis
steamvr_overlay,vr_rotation_y,Y 轴旋转,Rotation Y axis
steamvr_overlay,vr_rotation_z,Z 轴旋转,Rotation Z axis
steamvr_overlay,vr_overlay_scale_trans_curve,缩放 / 透明度 / 曲率(&C),S&cale / Transparency / Curvature
steamvr_overlay,vr_scale,比例尺,Scale
steamvr_overlay,vr_transparency,透明度,Transparency
steamvr_overlay,vr_curvature,曲率,Curvature
steamvr_overlay,vr_enable_gazing,启用凝视(&G),Enable &Gazing
steamvr_overlay,vr_gaze_scale,凝视尺度,Gazing scale
steamvr_overlay,vr_gaze_transparency,凝视透明度,Gazing transparency
steamvr_overlay,vr_force_topmost_window,窗口置顶,Force window on top
steamvr_overlay,vr_toggle_key,切换键,Toggle Key(s)
steamvr_overlay,vr_tracking_universe_overwrite,覆盖 VR 跟踪宇宙,Overwrite VR tracking universe
steamvr_overlay,vr_recenter_pose,重置 VR 视图,Reset VR view
steamvr_overlay,vr_transparent_background,透明背景(&B),Transparent &Background
steamvr_overlay,vr_transparent_color,透明颜色,Transparent Color
steamvr_overlay,vr_transparent_tolerance,容差,Tolerance
steamvr_overlay,vr_tracking_space_seated,就坐,Seated
steamvr_overlay,vr_tracking_space_standing,站立,Standing
steamvr_overlay,vr_tracking_space_followhead,跟随头部,Follow Head
steamvr_overlay,vr_tracking_space,跟踪空间,Tracking space
steamvr_overlay,vr_decrement_x_position,减少 X 位置,Decrement X Position
steamvr_overlay,vr_increment_x_position,增加 X 位置,Increment X Position
steamvr_overlay,vr_decrement_y_position,减少 Y 位置,Decrement Y Position
steamvr_overlay,vr_increment_y_position,增加 Y 位置,Increment Y Position
steamvr_overlay,vr_decrement_z_position,减少 Z 位置,Decrement Z Position
steamvr_overlay,vr_increment_z_position,增加 Z 位置,Increment Z Position
steamvr_overlay,vr_decrement_x_rotation,减少 X 旋转,Decrement X Rotation
steamvr_overlay,vr_increment_x_rotation,X 旋转增量,Increment X Rotation
steamvr_overlay,vr_decrement_y_rotation,减少 Y 轴旋转,Decrement Y Rotation
steamvr_overlay,vr_increment_y_rotation,增加 Y 轴旋转,Increment Y Rotation
steamvr_overlay,vr_decrement_z_rotation,减少 Z 轴旋转,Decrement Z Rotation
steamvr_overlay,vr_increment_z_rotation,增加 Z 轴旋转,Increment Z Rotation
steamvr_overlay,vr_decrement_scale,增大比例,Increase Scale
steamvr_overlay,vr_increment_scale,缩小比例,Decrease Scale
steamvr_overlay,vr_decrement_transparency,增加透明度,Increase Transparency
steamvr_overlay,vr_increment_transparency,降低透明度,Decrease Transparency
steamvr_overlay,vr_reset_overlay_position_and_rotation,重置位置和旋转,Reset Position and Rotation
steamvr_overlay,vr_previous_visible_overlay,选择下一个启用的窗口,Select Next Enabled Window
steamvr_overlay,vr_next_visible_overlay,选择上一个启用的窗口,Select Previous Enabled Window
